Country,DevType,EdLevel,Employment,YearsCodePro,Age,ConvertedCompYearly,JobSat,RemoteWork,LanguageHaveWorkedWith,OpSys
United States,Data scientist or machine learning specialist,Bachelors degree,Student,13,35-44 years old,,3,Hybrid,Java;TypeScript;Go,Windows
Brazil,Data scientist or machine learning specialist,Masters degree,Not employed,8,25-34 years old,59967.5656607324,3,Remote,C++;C#,Windows
Canada,Back-end developer,Bachelors degree,Employed full-time,24,35-44 years old,56456.63769770476,5,Remote,Java;TypeScript;Rust;C#,macOS
Canada,Desktop developer,Some college,Employed full-time,5,35-44 years old,,5,Hybrid,C#,Windows
France,Front-end developer,Masters degree,Self-employed,12,35-44 years old,,4,In-person,PHP,Windows
Canada,DevOps specialist,Bachelors degree,Self-employed,9,25-34 years old,51419.255038146686,3,In-person,C++;PHP,Windows
Germany,Front-end developer,Other doctoral degree,Employed full-time,3,45-54 years old,40904.28188419771,5,Hybrid,Python,macOS
United States,Full-stack developer,Bachelors degree,Employed full-time,3,25-34 years old,115040.9158534422,3,Hybrid,Python;C++;Rust,Windows
United States,Mobile developer,Bachelors degree,Self-employed,1,25-34 years old,110400.63707702547,3,Remote,Rust;Go;Python,Linux
Australia,Embedded developer,Masters degree,Self-employed,25,18-24 years old,49680.380213018405,4,In-person,JavaScript;Java;Rust,Windows
Germany,Embedded developer,Associate degree,Employed full-time,22,25-34 years old,83337.4612518008,5,Hybrid,Java,Linux
Canada,Data scientist or machine learning specialist,Bachelors degree,Employed full-time,18,18-24 years old,73172.6390558102,2,Remote,C#;Python;JavaScript,Linux
India,Front-end developer,Bachelors degree,Employed full-time,24,35-44 years old,29643.890092846552,2,Hybrid,Kotlin,Windows
United States,DevOps specialist,Bachelors degree,Employed full-time,12,25-34 years old,139908.3038089895,4,Hybrid,Python;Go;PHP,macOS
United States,Full-stack developer,Masters degree,Employed full-time,9,25-34 years old,,3,Hybrid,Kotlin;JavaScript;Java;C++,macOS
United Kingdom,Back-end developer,Bachelors degree,Employed full-time,9,35-44 years old,54098.87620388716,4,Remote,Rust;JavaScript,Windows
India,Desktop developer,Masters degree,Employed full-time,18,25-34 years old,15742.874285712405,4,Remote,TypeScript;Python;Go;Java,Windows
United States,Back-end developer,Associate degree,Employed full-time,18,25-34 years old,126256.44473533693,4,Hybrid,PHP;JavaScript,Windows
India,DevOps specialist,Masters degree,Employed part-time,29,18-24 years old,,2,In-person,Go;Python,macOS
United States,Full-stack developer,Bachelors degree,Student,7,35-44 years old,147956.88614062997,2,Remote,Kotlin;PHP,Windows
Germany,Data scientist or machine learning specialist,Bachelors degree,Employed full-time,27,18-24 years old,,5,Hybrid,Go;C#;C++,Windows
United States,Front-end developer,Bachelors degree,Employed full-time,4,25-34 years old,,5,Remote,Go;TypeScript;JavaScript,Windows
Canada,Full-stack developer,Secondary school,Student,13,25-34 years old,,3,Remote,Java;C++;C#;PHP,Windows
United States,Embedded developer,Bachelors degree,Employed full-time,17,35-44 years old,133420.3560983554,2,Hybrid,Rust,Windows
India,Desktop developer,Bachelors degree,Freelancer,24,35-44 years old,,2,Remote,TypeScript;C++;Kotlin;JavaScript,Linux
United States,Back-end developer,Masters degree,Student,2,35-44 years old,138779.38937409583,4,Remote,TypeScript;C++;C#,Windows
United States,Desktop developer,Bachelors degree,Employed full-time,14,18-24 years old,,4,Remote,PHP;Rust,macOS
India,Desktop developer,Masters degree,Freelancer,3,25-34 years old,5000.0,4,Hybrid,Go;C++;JavaScript;PHP,macOS
India,DevOps specialist,Bachelors degree,Employed full-time,5,25-34 years old,,4,Remote,TypeScript;Go;C#;Python,Windows
Germany,DevOps specialist,Some college,Employed full-time,14,18-24 years old,,4,In-person,TypeScript;PHP,Linux
United States,Front-end developer,Other doctoral degree,Employed full-time,3,25-34 years old,126844.51158848692,5,Hybrid,Python,Linux
United Kingdom,DevOps specialist,Masters degree,Employed full-time,23,25-34 years old,38026.4125313123,2,Hybrid,Python;Java;TypeScript;C++,Linux
Brazil,DevOps specialist,Associate degree,Not employed,7,25-34 years old,,3,Remote,Python;JavaScript,Windows
Canada,Full-stack developer,Bachelors degree,Employed full-time,30,35-44 years old,,2,Hybrid,Rust;Kotlin,Windows
United States,Embedded developer,Masters degree,Employed full-time,18,25-34 years old,,5,Remote,TypeScript,macOS
India,Data scientist or machine learning specialist,Masters degree,Employed full-time,13,35-44 years old,47099.94403608829,5,Hybrid,Java;PHP,Windows
United States,Front-end developer,Masters degree,Employed part-time,29,25-34 years old,112449.3770288035,4,In-person,Python,Linux
United States,Full-stack developer,Bachelors degree,Employed full-time,23,25-34 years old,145152.26225153301,2,Remote,Go;TypeScript;Java,Linux
Poland,Data scientist or machine learning specialist,Bachelors degree,Employed full-time,27,25-34 years old,,3,Hybrid,TypeScript,Windows
United States,Desktop developer,Bachelors degree,Student,22,18-24 years old,99467.49034231642,3,Remote,PHP;Kotlin,macOS
India,Full-stack developer,Bachelors degree,Employed full-time,10,18-24 years old,,4,Remote,Kotlin,macOS
Germany,Mobile developer,Bachelors degree,Student,25,25-34 years old,,3,In-person,JavaScript;PHP;Java,Windows
United Kingdom,Full-stack developer,Some college,Employed full-time,13,55-64 years old,52230.40186457038,2,Hybrid,JavaScript;Java,macOS
Germany,DevOps specialist,Bachelors degree,Self-employed,16,35-44 years old,70679.97156853773,4,Remote,Rust;C++;Python,Windows
United States,Data scientist or machine learning specialist,Bachelors degree,Self-employed,9,18-24 years old,,3,Remote,Rust,macOS
United States,Front-end developer,Masters degree,Employed full-time,2,45-54 years old,116576.41260407201,4,Remote,TypeScript;JavaScript;C#;Go,Linux
India,Front-end developer,Masters degree,Employed full-time,23,35-44 years old,23677.75212095986,2,In-person,PHP,Linux
United States,Data scientist or machine learning specialist,Secondary school,Student,More than 50 years,35-44 years old,85815.47201594808,5,In-person,Go,Windows
India,DevOps specialist,Masters degree,Employed full-time,5,45-54 years old,32833.96032020945,4,Remote,Python;Rust;JavaScript,Windows
United States,Back-end developer,Bachelors degree,Freelancer,29,25-34 years old,118215.93404616664,5,Remote,Rust;C++,macOS
United States,Full-stack developer,Some college,Employed full-time,22,25-34 years old,152205.85960965743,4,In-person,Python;Rust;PHP,Windows
India,DevOps specialist,Masters degree,Employed full-time,More than 50 years,25-34 years old,6208.696654920837,5,Hybrid,TypeScript,Linux
United States,Mobile developer,Bachelors degree,Employed full-time,17,25-34 years old,83834.09343000971,5,Hybrid,Java,macOS
Germany,Embedded developer,Masters degree,Freelancer,23,25-34 years old,,4,Hybrid,TypeScript;C#;JavaScript,Windows
United Kingdom,Desktop developer,Other doctoral degree,Employed full-time,22,25-34 years old,66930.54036626001,5,Remote,C#;Python;Kotlin,Windows
France,Data scientist or machine learning specialist,Bachelors degree,Student,4,55-64 years old,,3,Hybrid,PHP,macOS
United States,Embedded developer,Bachelors degree,Student,17,45-54 years old,,4,Remote,C++;Kotlin,macOS
United States,Full-stack developer,Bachelors degree,Employed full-time,9,45-54 years old,150747.9346136858,1,Hybrid,TypeScript;Kotlin;Java;Python,Windows
United States,Front-end developer,Bachelors degree,Employed full-time,20,35-44 years old,,4,Remote,TypeScript;JavaScript,Linux
Germany,Desktop developer,Bachelors degree,Self-employed,2,55-64 years old,25250.864825877412,4,In-person,TypeScript;C++;Python,macOS
United Kingdom,Embedded developer,Masters degree,Employed full-time,More than 50 years,18-24 years old,50835.539414869985,5,In-person,C++;Rust,Windows
United States,Back-end developer,Bachelors degree,Self-employed,24,25-34 years old,153283.84109567798,2,In-person,Rust;Java;Kotlin;TypeScript,Windows
Australia,Embedded developer,Other doctoral degree,Employed full-time,18,25-34 years old,,4,Hybrid,C++;C#;TypeScript;Kotlin,Linux
United States,Mobile developer,Some college,Employed full-time,21,45-54 years old,,3,Hybrid,Kotlin;Python;C#;C++,Windows
India,Front-end developer,Masters degree,Self-employed,27,25-34 years old,19344.813447412635,4,Hybrid,C++;Java;JavaScript;Rust,Linux
United Kingdom,Data scientist or machine learning specialist,Secondary school,Employed full-time,22,35-44 years old,37582.060524636814,3,Hybrid,Kotlin,Linux
Brazil,Full-stack developer,Bachelors degree,Employed full-time,11,18-24 years old,,5,In-person,JavaScript;C++;PHP,Windows
United Kingdom,Data scientist or machine learning specialist,Masters degree,Employed full-time,13,25-34 years old,,3,Remote,Kotlin,macOS
France,Desktop developer,Masters degree,Employed full-time,8,35-44 years old,23141.261875046483,3,Hybrid,Go;JavaScript;Kotlin,Windows
United States,Full-stack developer,Secondary school,Employed full-time,27,18-24 years old,,5,Hybrid,Kotlin;C#;TypeScript,Windows
France,DevOps specialist,Some college,Student,1,25-34 years old,77731.589855153,4,Hybrid,Kotlin;JavaScript;Go,Windows
United States,Back-end developer,Bachelors degree,Employed full-time,17,25-34 years old,90975.47402197683,1,In-person,TypeScript;Rust;PHP,macOS
Brazil,DevOps specialist,Other doctoral degree,Employed full-time,12,25-34 years old,41514.63194809857,4,In-person,Go,Windows
India,DevOps specialist,Bachelors degree,Employed part-time,4,35-44 years old,49263.5837678318,2,Hybrid,C++;JavaScript,Windows
France,Data scientist or machine learning specialist,Secondary school,Employed full-time,21,25-34 years old,,5,Remote,PHP;Python,macOS
India,Desktop developer,Associate degree,Employed full-time,13,25-34 years old,12654.285862422257,4,Remote,JavaScript;Python;Kotlin;Java,BSD
Germany,Back-end developer,Bachelors degree,Not employed,Less than 1 year,18-24 years old,99044.98006722343,3,Remote,Java;Kotlin,Windows
India,Embedded developer,Some college,Self-employed,29,35-44 years old,49130.714469086044,4,Hybrid,C#,Windows
Canada,Full-stack developer,Bachelors degree,Employed full-time,9,25-34 years old,65381.05386031414,2,Remote,Kotlin;JavaScript;Go,Linux
United States,Full-stack developer,Bachelors degree,Employed full-time,27,35-44 years old,101996.79544252674,5,Remote,PHP;Java;Python,Linux
United States,Mobile developer,Masters degree,Employed full-time,30,35-44 years old,,5,Remote,Rust;Go;Python,macOS
United States,Front-end developer,Masters degree,Employed full-time,7,18-24 years old,125727.7348791078,5,In-person,TypeScript,Windows
United States,Mobile developer,Other doctoral degree,Employed full-time,23,45-54 years old,116228.10341705024,3,In-person,Java;Rust;Go;Kotlin,Windows
Brazil,Embedded developer,Masters degree,Employed full-time,24,35-44 years old,78779.14356469703,3,Remote,C#;TypeScript;PHP,Linux
United States,Mobile developer,Masters degree,Employed full-time,Less than 1 year,25-34 years old,89404.51839781327,1,Hybrid,Rust;Go;JavaScript;Kotlin,Linux
Poland,Full-stack developer,Some college,Employed full-time,5,18-24 years old,30114.729418675226,4,Hybrid,C++,Linux
United States,Data scientist or machine learning specialist,Associate degree,Employed full-time,5,55-64 years old,123617.42222964866,4,Remote,Rust;Java;Kotlin,macOS
United States,DevOps specialist,Bachelors degree,Freelancer,17,35-44 years old,110169.1117238619,4,Hybrid,C#;JavaScript;Rust;Go,Linux
Canada,Desktop developer,Associate degree,Employed full-time,30,18-24 years old,,5,Hybrid,C++;Java;JavaScript,Windows
United Kingdom,DevOps specialist,Bachelors degree,Employed full-time,9,25-34 years old,24638.865616512056,3,Remote,Go;Python;Rust;Kotlin,Linux
India,DevOps specialist,Some college,Employed full-time,6,35-44 years old,25390.916895963634,1,Remote,Java;Python;PHP,Windows
Germany,Back-end developer,Bachelors degree,Employed full-time,25,35-44 years old,73944.89783998468,2,In-person,C++,Windows
United Kingdom,Full-stack developer,Bachelors degree,Self-employed,19,35-44 years old,73069.57963903481,3,In-person,C#;Python;C++;Go,macOS
United States,Embedded developer,Bachelors degree,Employed full-time,16,25-34 years old,121378.12266241944,1,Remote,C++;TypeScript,Linux
Poland,Embedded developer,Masters degree,Employed full-time,21,35-44 years old,57347.91843519006,4,Hybrid,Kotlin;Java,Windows
Poland,Desktop developer,Bachelors degree,Employed full-time,2,25-34 years old,83540.01273580674,3,In-person,Java;Rust;Kotlin,Windows
United Kingdom,Data scientist or machine learning specialist,Bachelors degree,Self-employed,10,18-24 years old,,3,Hybrid,Go;Python;Java;TypeScript,Windows
United States,Back-end developer,Masters degree,Employed full-time,16,35-44 years old,,5,Remote,C#;JavaScript;C++,Windows
United Kingdom,Front-end developer,Other doctoral degree,Employed full-time,5,65 years or older,26577.056704093025,3,In-person,JavaScript;C#;Go;Kotlin,Linux
United States,Data scientist or machine learning specialist,Bachelors degree,Employed full-time,15,25-34 years old,103232.76239998385,4,Remote,Python;C#,Linux
United States,Mobile developer,Bachelors degree,Employed full-time,13,25-34 years old,,3,In-person,JavaScript;TypeScript,Windows
United States,Data scientist or machine learning specialist,Bachelors degree,Employed full-time,13,35-44 years old,,4,Hybrid,Rust;TypeScript,Windows
India,Data scientist or machine learning specialist,Bachelors degree,Employed full-time,More than 50 years,25-34 years old,23691.79532809212,5,Hybrid,Java;Go,Windows
Brazil,DevOps specialist,Secondary school,Employed part-time,13,45-54 years old,59729.93510814047,1,In-person,TypeScript;JavaScript;Python,Windows
United Kingdom,Data scientist or machine learning specialist,Secondary school,Student,15,35-44 years old,37865.34024541098,4,Hybrid,Rust,Windows
Canada,Embedded developer,Masters degree,Employed full-time,14,18-24 years old,,5,Hybrid,JavaScript;Python;Kotlin;Go,macOS
India,Mobile developer,Bachelors degree,Employed full-time,8,65 years or older,9730.693933817767,4,Hybrid,Go;JavaScript;Python;TypeScript,macOS
United States,Mobile developer,Some college,Employed full-time,11,35-44 years old,127669.10029708433,3,Remote,C++;JavaScript;Rust,macOS
India,Full-stack developer,Masters degree,Freelancer,18,45-54 years old,5178.1772933677275,4,Hybrid,C++,Linux
Poland,Data scientist or machine learning specialist,Secondary school,Employed full-time,24,35-44 years old,86595.88730410152,4,Remote,Python;Rust,Linux
United States,DevOps specialist,Masters degree,Self-employed,4,45-54 years old,,5,Hybrid,JavaScript;C#;Java,Windows
Brazil,Data scientist or machine learning specialist,Some college,Employed full-time,26,18-24 years old,43869.60335086877,1,In-person,PHP;C#,Windows
Germany,Front-end developer,Masters degree,Employed full-time,10,25-34 years old,,2,In-person,Rust,Linux
India,Front-end developer,Bachelors degree,Employed full-time,Less than 1 year,45-54 years old,,3,Remote,Go;TypeScript;C#,Windows
United Kingdom,DevOps specialist,Associate degree,Employed full-time,1,18-24 years old,33702.42671191176,3,In-person,Python;C#,macOS
India,Full-stack developer,Masters degree,Not employed,29,18-24 years old,29381.431250753372,3,Hybrid,C++;Rust;JavaScript,Windows
Brazil,Full-stack developer,Masters degree,Freelancer,5,35-44 years old,50492.15515570916,3,Remote,TypeScript;Python;Kotlin;Rust,BSD
Australia,Mobile developer,Bachelors degree,Employed full-time,13,45-54 years old,43282.59488763388,3,In-person,JavaScript;C#;Java,Windows
India,Mobile developer,Masters degree,Employed full-time,1,18-24 years old,5000.0,2,Hybrid,PHP;C++;Rust;TypeScript,Windows
United States,Back-end developer,Masters degree,Not employed,23,45-54 years old,175367.47211251885,5,In-person,Java,macOS
